grouping,sort,section,units,grade,level_achieved,year,value
Total Operating Expenditures,EXP2,Expenses,dollars,All,NA,2012,92809594
Total Operating Expenditures,EXP2,Expenses,dollars,All,NA,2013,89572200
Total Operating Expenditures,EXP2,Expenses,dollars,All,NA,2014,93558672
Total Operating Expenditures,EXP2,Expenses,dollars,All,NA,2015,102741543
Total Operating Expenditures,EXP2,Expenses,dollars,All,NA,2016,112491211
Total Operating Expenditures,EXP2,Expenses,dollars,All,NA,2017,116730909
Total Operating Expenditures,EXP2,Expenses,dollars,All,NA,2018,125247326
Total Operating Expenditures,EXP2,Expenses,dollars,All,NA,2019,128948296
Total Operating Expenditures,EXP2,Expenses,dollars,All,NA,2020,131788947
Total Operating Expenditures,EXP2,Expenses,dollars,All,NA,2021,137534418
Total Operating Expenditures,EXP2,Expenses,dollars,All,NA,2022,140157695
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,1995,4482
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,1996,4451
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,1997,4452
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,1998,4678
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,1999,4969
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2000,5492
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2001,5582
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2002,5989
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2003,5871
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2004,6283
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2005,6217
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2006,6619
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2007,6624
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2008,6839
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2009,7592
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2010,7911
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2011,7813
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2012,7491
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2013,6883
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2014,6910
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2015,7309
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2016,7712
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2017,7740
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2018,8099
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2019,8258
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2020,8358
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2021,8637
Total Operating Expend Per Pupil,EXP3,Expenses,dollars,All,NA,2022,8960
Instructional,EC1,Expenses,percent_of_exp,All,NA,1995,53
Instructional,EC1,Expenses,percent_of_exp,All,NA,1996,51
Instructional,EC1,Expenses,percent_of_exp,All,NA,1997,58
Instructional,EC1,Expenses,percent_of_exp,All,NA,1998,49
Instructional,EC1,Expenses,percent_of_exp,All,NA,1999,52
Instructional,EC1,Expenses,percent_of_exp,All,NA,2000,52
Instructional,EC1,Expenses,percent_of_exp,All,NA,2001,50
Instructional,EC1,Expenses,percent_of_exp,All,NA,2002,49
Instructional,EC1,Expenses,percent_of_exp,All,NA,2003,51
Instructional,EC1,Expenses,percent_of_exp,All,NA,2004,50
Instructional,EC1,Expenses,percent_of_exp,All,NA,2005,57
Instructional,EC1,Expenses,percent_of_exp,All,NA,2006,57
Instructional,EC1,Expenses,percent_of_exp,All,NA,2007,57
Instructional,EC1,Expenses,percent_of_exp,All,NA,2008,58
Instructional,EC1,Expenses,percent_of_exp,All,NA,2009,60
Instructional,EC1,Expenses,percent_of_exp,All,NA,2010,62
Instructional,EC1,Expenses,percent_of_exp,All,NA,2011,60
Instructional,EC1,Expenses,percent_of_exp,All,NA,2012,61
Instructional,EC1,Expenses,percent_of_exp,All,NA,2013,59.7
Instructional,EC1,Expenses,percent_of_exp,All,NA,2014,59.9
Instructional,EC1,Expenses,percent_of_exp,All,NA,2015,60.6
Instructional,EC1,Expenses,percent_of_exp,All,NA,2016,60.1
Instructional,EC1,Expenses,percent_of_exp,All,NA,2017,59.5
Instructional,EC1,Expenses,percent_of_exp,All,NA,2018,59.5
Instructional,EC1,Expenses,percent_of_exp,All,NA,2019,59.4
Instructional,EC1,Expenses,percent_of_exp,All,NA,2020,59.6
Instructional,EC1,Expenses,percent_of_exp,All,NA,2021,61.5
Instructional,EC1,Expenses,percent_of_exp,All,NA,2022,60.9
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,1995,7
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,1996,7
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,1997,7
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,1998,6
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,1999,6
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2000,7
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2001,8
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2002,7
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2003,7
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2004,7
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2005,7
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2006,7
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2007,7
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2008,7
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2009,6
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2010,5
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2011,6
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2012,5
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2013,5
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2014,5
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2015,4.8
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2016,5.8
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2017,6.1
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2018,6
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2019,6
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2020,5.8
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2021,5.9
Central Administrative,EC2,Expenses,percent_of_exp,All,NA,2022,5.8
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,1995,4
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,1996,4
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,1997,5
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,1998,5
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,1999,5
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2000,5
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2001,5
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2002,5
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2003,5
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2004,5
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2005,6
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2006,6
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2007,6
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2008,5
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2009,5
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2010,5
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2011,6
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2012,6
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2013,5.7
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2014,5.8
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2015,5.5
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2016,5.6
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2017,5.5
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2018,5.5
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2019,5.4
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2020,5.3
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2021,5.1
Campus Administrative-School Leadership,EC3,Expenses,percent_of_exp,All,NA,2022,5.2
Plant Services,EC4,Expenses,percent_of_exp,All,NA,1995,11
Plant Services,EC4,Expenses,percent_of_exp,All,NA,1996,10
Plant Services,EC4,Expenses,percent_of_exp,All,NA,1997,11
Plant Services,EC4,Expenses,percent_of_exp,All,NA,1998,11
Plant Services,EC4,Expenses,percent_of_exp,All,NA,1999,11
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2000,10
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2001,10
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2002,10
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2003,10
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2004,10
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2005,11
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2006,11
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2007,12
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2008,12
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2009,11
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2010,11
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2011,11
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2012,10
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2013,10.7
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2014,9.8
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2015,10.4
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2016,10.4
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2017,10.2
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2018,10.7
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2019,10.3
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2020,9.7
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2021,9.3
Plant Services,EC4,Expenses,percent_of_exp,All,NA,2022,10.1
Other Operating,EC5,Expenses,percent_of_exp,All,NA,1995,15
Other Operating,EC5,Expenses,percent_of_exp,All,NA,1996,16
Other Operating,EC5,Expenses,percent_of_exp,All,NA,1997,16
Other Operating,EC5,Expenses,percent_of_exp,All,NA,1998,15
Other Operating,EC5,Expenses,percent_of_exp,All,NA,1999,17
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2000,18
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2001,17
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2002,18
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2003,16
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2004,16
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2005,19
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2006,19
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2007,19
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2008,18
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2009,18
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2010,17
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2011,18
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2012,18
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2013,19
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2014,19.5
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2015,18.8
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2016,17.9
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2017,18.4
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2018,18
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2019,18.9
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2020,19.6
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2021,18.1
Other Operating,EC5,Expenses,percent_of_exp,All,NA,2022,18.1
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,1995,10
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,1996,11
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,1997,9
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,1998,15
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,1999,10
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2000,8
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2001,10
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2002,11
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2003,11
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2004,13
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2005,NA
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2006,NA
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2007,NA
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2008,NA
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2009,NA
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2010,NA
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2011,NA
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2012,NA
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2013,NA
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2014,NA
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2015,NA
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2016,NA
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2017,NA
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2018,NA
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2019,NA
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2020,NA
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2021,NA
Non-Operating,EC6,Expenses,percent_of_exp,All,NA,2022,NA
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,1995,12220739
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,1996,12313422
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,1997,13200310
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,1998,14699516
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,1999,16884069
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2000,19285392
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2001,20076404
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2002,21266149
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2003,22478343
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2004,24116366
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2005,25752609
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2006,28883687
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2007,31531957
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2008,37513744
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2009,46895132
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2010,54418458
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2011,54787261
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2012,56387434
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2013,53437644
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2014,56040543
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2015,62211413
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2016,67549099
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2017,69429500
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2018,74493346
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2019,76592727
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2020,78483056
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2021,84610560
Total Instructional Expenditures,EXP10,Expenses,dollars,All,NA,2022,85320421
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,1995,2618
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,1996,2549
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,1997,2574
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,1998,2683
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,1999,2843
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2000,3118
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2001,3115
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2002,3309
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2003,3356
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2004,3601
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2005,3559
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2006,3794
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2007,3763
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2008,3961
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2009,4538
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2010,4891
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2011,4690
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2012,4551
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2013,4106
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2014,4139
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2015,4426
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2016,4631
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2017,4604
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2018,4817
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2019,4905
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2020,4977
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2021,5313
Total Instructional ExpendPer Pupil,EXP11,Expenses,dollars,All,NA,2022,5454
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,1995,62
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,1996,59
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,1997,61
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,1998,62
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,1999,65
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2000,66
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2001,71
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2002,71
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2003,76
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2004,71
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2005,68
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2006,68
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2007,69
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2008,69
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2009,69
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2010,70
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2011,67
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2012,65
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2013,65.4
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2014,65.3
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2015,67
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2016,66.7
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2017,64.6
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2018,63.6
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2019,47.4
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2020,47.4
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2021,49.5
Regular Education,PROGE1,Expenses,percent_of_prog_exp,All,NA,2022,44.4
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,1995,16
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,1996,16
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,1997,17
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,1998,16
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,1999,16
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,2000,16
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,2001,13
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,2002,14
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,2003,13
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,2004,14
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,2005,18
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,2006,17
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,2007,17
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,2008,18
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,2009,19
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,2010,18
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,2011,18
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,2012,20
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,2013,17.9
Special Education,PROGE2,Expenses,percent_of_prog_exp,All,NA,2014,17.5
